x, y
0.01075268817204301, 0.25
0.08960573476702509, 0.41666666666666663
0.13022700119474312, 0.41666666666666663
0.19115890083632017, 0
0.23058542413381122, 0
0.29868578255675027, 3.833333333333333
0.3189964157706093, 7
0.34050179211469533, 10.166666666666666
0.36081242532855434, 13.666666666666666
0.37992831541218636, 17
0.39904420549581837, 20.666666666666664
0.4205495818399044, 24.5
0.4396654719235364, 28.583333333333332
0.45997610513739545, 32.83333333333333
0.47909199522102747, 37.33333333333333
0.5005973715651135, 41.916666666666664
0.5591397849462365, 38.83333333333333
0.6188769414575865, 34.916666666666664
0.6810035842293907, 30.666666666666664
0.7335722819593787, 26.25
0.7777777777777777, 22.25
0.8243727598566307, 18.083333333333332
0.8685782556750298, 13.75
0.9127837514934288, 9.083333333333332
0.9593787335722819, 4.333333333333333
0.9976105137395459, 0.08333333333333333
